Province	City	District	Area Code	CIty Code
Jawa Timur	Kab Situbondo	Banyuglugur	PBL20204	PBL
Jawa Tengah	Kota Semarang	Banyumanik	SRG10001	SRG
Jawa Tengah	Kab. Banyumas	Banyumas	SRG10402	SRG
Jawa Timur	Kab Situbondo	Banyuputih	PBL20203	PBL
Jawa Tengah	Kab. Batang	Banyuputih	SRG20212	SRG
Jawa Barat	Kab. Garut	Banyuresmi	BDO20702	BDO
Jawa Barat	Kab. Karawang	Banyusari	KRW10018	KRW
Jawa Tengah	Kab. Purworejo	Banyuurip	MGL10302	MGL
Jawa Timur	Kab. Banyuwangi	Banyuwangi	JBR20100	JBR
Sulawesi Tengah	Kab. Toli-Toli	Baolan	PLW20311	PLW
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Barabai	BDJ10100	BDJ
Lampung	Kab. Way Kanan	Baradatu	TKG21102	TKG
Sulawesi Selatan	Kab. Enrekang	Baraka	UPG20403	UPG
Kalimantan Selatan	Kab. Barito Kuala	Barambai	BDJ20204	BDJ
Sumatera Barat	Kota Sawahlunto	Barangin	PDG20803	PDG
Sulawesi Tenggara	Kab. Muna	Barangka	KDI20332	KDI
Sulawesi Selatan	Kab. Sindenreng Rappang	Baranti	UPG21301	UPG
Sulawesi Barat	Kab. Mamuju Utara	Baras	UPG23502	UPG
Sulawesi Tenggara	Kota Kendari	Barat	KDI10017	KDI
Jawa Timur	Kab. Magetan	Barat	MDN20113	MDN
Sulawesi Selatan	Kab. Bone	Barebbo	UPG21802	UPG
Jawa Barat	Kab. Ciamis	Baregbeg	BDO20530	BDO
Jawa Timur	Kab. Jombang	Bareng	SUB20202	SUB
Sulawesi Selatan	Kab. Goa	Barombong	UPG21609	UPG
Jawa Timur	Kab. Nganjuk	Baron	SUB20415	SUB
Kalimantan Timur	Kab. Kutai Barat	Barong Tongkok	SMD20201	SMD
Jawa Barat	Kota Sukabumi	Baros	SMI10002	SMI
Banten	Kab. Serang	Baros	CLG20500	CLG
Sulawesi Selatan	Kab. Barru	Barru	UPG20200	UPG
Sulawesi Tenggara	Kota Kendari	Baruga	KDI10015	KDI
Sumatera Utara	Kab. Padang Lawas	Barumun	MES21901	MES
Sumatera Utara	Kab. Tapanuli Selatan	Barumun	MES22403	MES
Sumatera Utara	Kab. Padang Lawas	Barumun Tengah	MES21902	MES
Sumatera Utara	Kab. Tapanuli Selatan	Barumun Tengah	MES22404	MES
Sulawesi Selatan	Kab. Tana Toraja Utara	Baruppu	UPG20629	UPG
Sumatera Utara	Kab. Tapanuli Tengah	Barus	MES10201	MES
Sumatera Utara	Kab. Karo	Barusjahe	MES20801	MES
Sumatera Barat	Kab. Pesisir Selatan	Basa Iv Balai Tapan	PDG20513	PDG
Kalimantan Tengah	Kab. Kapuas	Basarang	PKY20302	PKY
Sulawesi Tengah	Kab. Toli-Toli	Basidondo	PLW20313	PLW
Sumatera Barat	Kab. Agam	Baso	PDG22207	PDG
Sulawesi Selatan	Kab. Luwu Utara	Bassesangtempe	UPG23102	UPG
Sumatera Utara	Kab. Mandailing Natal	Batahan	MES21701	MES
Sulawesi Tenggara	Kab. Muna	Batalaiworu	KDI20318	KDI
Kepulauan Riau	Kota Batam	Batam	BTH10000	BTH
Jawa Tengah	Kab. Batang	Batang	SRG20200	SRG
Sulawesi Selatan	Kab. Jeneponto	Batang	UPG20502	UPG
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Batang Alai Selatan	BDJ10101	BDJ
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Batang Alai Tengah	BDJ10108	BDJ
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Batang Alai Utara	BDJ10103	BDJ
Sumatera Barat	Kab. Padang Pariaman	Batang Anai	PDG20601	PDG
Sumatera Utara	Kab. Tapanuli Selatan	Batang Angkola	MES22405	MES
Jambi	Kab. Sarolangun	Batang Asai	DJB20701	DJB
Jawa Timur	Kab. Sumenep	Batang Batang	SUB20803	SUB
Sumatera Utara	Kab. Padang Lawas	Batang Bulu Sutam	MES21903	MES
Riau	Kab. Indragiri Hulu	Batang Cenaku	PKU20311	PKU
Riau	Kab. Indragiri Hulu	Batang Gansal	PKU20312	PKU
Sumatera Barat	Kab. Padang Pariaman	Batang Gasan	PDG20616	PDG
Lampung	Kab. Lampung Timur	Batang Hari	TKG21001	TKG
Sumatera Selatan	Kab. Musi Banyuasin	Batang Harileko	PLM20816	PLM
Sumatera Barat	Kab. Pesisir Selatan	Batang Kapas	PDG20501	PDG
Sumatera Utara	Kab. Deli Serdang	Batang Kuis	MES10605	MES
Sumatera Utara	Kab. Tapanuli Selatan	Batang Lubu Sutam	MES22406	MES
Kalimantan Barat	Kab. Kapuas Hulu	Batang Lupar	PNK20202	PNK
Jambi	Kab. Kerinci	Batang Merangin	DJB20402	DJB
Sumatera Utara	Kab. Mandailing Natal	Batang Natal	MES21702	MES
Sumatera Utara	Kab. Padang Lawas Utara	Batang Onang	MES21401	MES
Sumatera Utara	Kab. Tapanuli Selatan	Batang Onang	MES22407	MES
Sumatera Utara	Kab. Langkat	Batang Serangan	MES20909	MES
Sumatera Utara	Kab. Tapanuli Selatan	Batang Toru	MES22408	MES
Riau	Kab. Indragiri Hilir	Batang Tuaka	PKU20401	PKU
Jawa Tengah	Kab. Pati	Batangan	SRG20901	SRG
Lampung	Kab. Lampung Timur	Batanghari Nuban	TKG21010	TKG
Sulawesi Tenggara	Kab. Buton & Buton Utara	Batauga	KDI20601	KDI
Jawa Tengah	Kab. Jepara	Batealit	SRG10102	SRG
Aceh	Kab. Pidie	Batee	BTJ20403	BTJ
Jambi	Kab. Bungo	Bathin Ii Babeko	DJB20314	DJB
Kalimantan Selatan	Kab. Tanah Laut	Bati-Bati	BDJ20401	BDJ
Bengkulu	Kab. Bengkulu Utara	Batik Nau	BKS20101	BKS
Jambi	Kab. Batang Hari	Batin Xxiv	DJB20201	DJB
Sumatera Barat	Kab. Tanah Datar	Batipuh	PDG20101	PDG
Sumatera Barat	Kab. Tanah Datar	Batipuh Selatan	PDG20114	PDG
Papua	Kab. Pegunungan Bintang	Batom	DJJ21301	DJJ
Jawa Timur	Kota Batu	Batu	MXG20200	MXG
Kepulauan Riau	Kota Batam	Batu Ampar	BTH10080	BTH
Kalimantan Barat	Kab. Kubu Raya	Batu Ampar	PNK21208	PNK
Kalimantan Timur	Kab. Kutai Timur	Batu Ampar	BTG20102	BTG
Kalimantan Selatan	Kab. Tanah Laut	Batu Ampar	BDJ20407	BDJ
Sulawesi Tenggara	Kab. Buton & Buton Utara	Batu Atas	KDI20602	KDI
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Batu Benawa	BDJ10102	BDJ
Lampung	Kab. Lampung Barat	Batu Brak	TKG20407	TKG
Kalimantan Barat	Kab. Kapuas Hulu	Batu Datu	PNK20218	PNK
Kalimantan Timur	Kab. Paser	Batu Engau	BPN20109	BPN
Riau	Kab. Rokan Hilir	Batu Hampar	PKU20510	PKU
Nusa Tenggara Barat	Kab. Sumbawa	Batu Lanteh	AMI20502	AMI
Nusa Tenggara Barat	Kab. Lombok Barat	Batu Layar	AMI20808	AMI
Kalimantan Selatan	Kab. Tanah Bambu	Batu Licin	BDJ21300	BDJ
Kalimantan Selatan	Kab. Balangan	Batu Mandi	BDJ21202	BDJ
Jawa Timur	Kab. Pamekasan	Batu Marmar	SUB20501	SUB
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Batu Putih	KOE20711	KOE
Sulawesi Tenggara	Kab. Kolaka Utara	Batu Putih	KDI20701	KDI
Sumatera Barat	Kab. Tanah Datar	Batu Sangkar	PDG20100	PDG
Kalimantan Timur	Kab. Paser	Batu Sopang	BPN20101	BPN
Jawa Timur	Kab. Sumenep	Batuan	SUB20825	SUB
Banten	Kota Tangerang	Batuceper	TGR10046	TGR
Gorontalo	Kab. Gorontalo	Batudaa	GTO20102	GTO
Sulawesi Tengah	Kab. Banggai	Batui	PLW20103	PLW
Jawa Barat	Kab. Bandung Barat	Batujajar	BDO21002	BDO
Jawa Barat	Kab. Karawang	Batujaya	KRW10001	KRW
Nusa Tenggara Barat	Kab. Lombok Tengah	Batukliang	AMI20301	AMI
Nusa Tenggara Barat	Kab. Lombok Tengah	Batukliang Utara	AMI20310	AMI
Sulawesi Selatan	Kab. Pinrang	Batulappa	UPG21108	UPG
Jawa Barat	Bandung	Batununggal	BDO10048	BDO
Jawa Timur	Kab. Sumenep	Batuputih	SUB20804	SUB
Jawa Tengah	Kab. Banjarnegara	Batur	SRG21802	SRG
Jawa Tengah	Kab. Banyumas	Baturaden	SRG10403	SRG
Sumatera Selatan	Kab. Ogan Komering Ulu	Baturaja	PLM20100	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu	Baturaja Barat	PLM20113	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu	Baturaja Timur	PLM20114	PLM
Jawa Tengah	Kab. Wonogiri	Baturetno	SOC20601	SOC
Bali	Kab. Tabanan	Baturiti	DPS20701	DPS
Jawa Tengah	Kab. Wonogiri	Batuwarno	SOC20602	SOC
Sulawesi Tenggara	Kab. Kota Bau-Bau	Bau - Bau	KDI20100	KDI
Sulawesi Tenggara	Kab. Kolaka	Baula	KDI20213	KDI
Jawa Tengah	Kab. Bojonegoro	Baureno	SRG20402	SRG
Jawa Tengah	Kab. Batang	Bawang	SRG20202	SRG
Jawa Tengah	Kab. Banjarnegara	Bawang	SRG21803	SRG
Jawa Tengah	Kab. Semarang	Bawen / Doplang	SRG21605	SRG
Sumatera Utara	Kab. Nias	Bawolato	MES20303	MES
Banten	Kab. Lebak	Bayah	CLG20202	CLG
Jawa Tengah	Kab. Purworejo	Bayan	MGL10315	MGL
Nusa Tenggara Barat	Kab. Lombok Barat	Bayan	AMI20801	AMI
Sumatera Barat	Kab. Pesisir Selatan	Bayang	PDG20503	PDG
Sumatera Barat	Kab. Pesisir Selatan	Bayang Utara	PDG20514	PDG
Jawa Tengah	Kab. Klaten	Bayat	SOC20301	SOC
Jawa Barat	Kab. Garut	Bayongbong	BDO20703	BDO
Sumatera Selatan	Kab. Musi Banyuasin	Bayung Lencir	PLM20805	PLM
Bali	Kab. Karangasem	Bebandem	DPS20102	DPS
Jawa Barat	Kab. Cirebon	Beber	CBN20405	CBN
Aceh	Kab. Aceh Tengah	Bebesen	BTJ20502	BTJ
Kalimantan Barat	Kab. Sanggau	Beduwai	PNK10202	PNK
Jawa Tengah	Kab. Temanggung	Bejen	MGL10414	MGL
Jawa Timur	Kab. Pasuruan	Beji	PDN10002	PDN
Jawa Barat	Kota Depok	Beji	DPK10059	DPK
Jawa Barat	Kota Bekasi	Bekasi	BKI10000	BKI
Jawa Barat	Kota Bekasi	Bekasi Barat	BKI10039	BKI
Jawa Barat	Kota Bekasi	Bekasi Selatan	BKI10040	BKI
Jawa Barat	Kota Bekasi	Bekasi Timur	BKI10041	BKI
Jawa Barat	Kota Bekasi	Bekasi Utara	BKI10042	BKI
Lampung	Kab. Lampung Tengah	Bekri	TKG20911	TKG
Kepulauan Riau	Kota Batam	Belakang Padang	BTH10081	BTH
Lampung	Kab. Lampung Barat	Belalau	TKG20402	TKG
Sulawesi Utara	Kab. Minahasa Tenggara	Belang	MDC21001	MDC
Sulawesi Selatan	Kab. Wajo	Belawa	UPG21401	UPG
Kalimantan Selatan	Kab. Barito Kuala	Belawang	BDJ20205	BDJ
Jawa Tengah	Kab. Pemalang	Belik	SRG21003	SRG
Kalimantan Barat	Kab. Melawi	Belimbing	PNK20802	PNK
Kepulauan Bangka Belitung	Kab. Bangka	Belinyu	PGK10201	PGK
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Belitang	PLM21401	PLM
Kalimantan Barat	Kab. Sekadau	Belitang	PNK21107	PNK
Kalimantan Barat	Kab. Sekadau	Belitang Hilir	PNK21101	PNK
Kalimantan Barat	Kab. Sekadau	Belitang Hulu	PNK21102	PNK
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Belitang Ii	PLM21402	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Belitang Iii	PLM21403	PLM
Nusa Tenggara Barat	Kab. Bima	Belo	AMI21102	AMI
Sulawesi Selatan	Kab. Luwu Utara	Belopa	UPG23100	UPG
Riau	Kab. Kuantan Sengingi	Benai	PKU20903	PKU
Sumatera Selatan	Kab. Muara Enim	Benakat	PLM20507	PLM
Banten	Kota Tangerang	Benda	TGR10047	TGR
Aceh	Kab. Aceh Tamiang	Bendahara	BTJ21301	BTJ
Jawa Timur	Kab. Magetan	Bendo	MDN20101	MDN
Jawa Tengah	Kab. Sukoharjo	Bendosari	SOC20509	SOC
Jawa Timur	Kab. Trenggalek	Bendungan	SUB22001	SUB
Jawa Tengah	Kab. Purworejo	Bener	MGL10303	MGL
Kalimantan Timur	Kab. Kutai Timur	Bengalon	BTG20103	BTG
Riau	Kab. Bengkalis	Bengkalis	PKU20200	PKU
Kalimantan Barat	Kab. Bengkayang	Bengkayang	PNK20600	PNK
Bengkulu	Kota Bengkulu	Bengkulu	BKS10000	BKS
Lampung	Kab. Lampung Barat	Bengkunat	TKG20408	TKG
Sulawesi Selatan	Kab. Bone	Bengo	UPG21821	UPG
Jawa Timur	Kab.Gresik	Benjeng	SUB10102	SUB
Jawa Timur	Kota Surabaya	Benowo	SUB10002	SUB
Sulawesi Selatan	Kab. Selayar	Benteng	UPG22000	UPG
Kalimantan Timur	Kab. Kutai Barat	Bentian Besar	SMD20202	SMD
Kalimantan Barat	Kab. Ketapang	Benua Kayong	PNK10113	PNK
Kalimantan Selatan	Kab. Barito Timur	Benua Lima	BDJ20802	BDJ
Papua	Kab. Mamberamo Raya	Benuki	DJJ22007	DJJ
Sulawesi Utara	Kab. Kepulauan Talaud	Beo	MDC20701	MDC
Papua	Kab. Puncak Jaya	Beoga	NBX30301	NBX
Sumatera Utara	Kab. Dairi	Berampu	MES10312	MES
Sumatera Utara	Kab. Karo	Berastagi	MES20802	MES
Papua Barat	Kab. Sorong	Beraur	SOQ10020	SOQ
D.I. Yogyakarta	Kab. Sleman	Berbah	JOG20301	JOG
Jawa Timur	Kab. Nganjuk	Berbek	SUB20402	SUB
Jawa Tengah	Kab. Semarang	Bergas	SRG21606	SRG
Sumatera Utara	Kab. Deli Serdang	Beringin	MES10616	MES
Bengkulu	Kab. Kepahiang	Bermani Ilir	BKS21201	BKS
Bengkulu	Kab. Rejang Lebong	Bermani Ulu	BKS20220	BKS
Sumatera Utara	Kab. Langkat	Besitang	MES20902	MES
Jawa Timur	Kab. Probolinggo	Besuk	PBL10003	PBL
Jawa Timur	Kab Situbondo	Besuki	PBL20205	PBL
Jawa Timur	Kab. Tulungagung	Besuki	SUB21002	SUB
Jambi	Kab. Tanjung Jabung Barat	Betara	DJB10101	DJB
Sulawesi Tenggara	Kab. Kota Bau-Bau	Betoambari	KDI20120	KDI
Sumatera Selatan	Kab. Banyuasin	Betung	PLM21005	PLM
Aceh	Kab. Nagan Raya	Beutong	BTJ21801	BTJ
Papua	Kab. Biak Numfor	Biak Barat	DJJ20101	DJJ
Papua	Kab. Biak Numfor	Biak Kota	DJJ20100	DJJ
Papua	Kab. Biak Numfor	Biak Timur	DJJ20102	DJJ
Papua	Kab. Biak Numfor	Biak Utara	DJJ20103	DJJ
Papua	Kab. Paniai	Biandoga	NBX30203	NBX
Papua	Kab. Intan Jaya	Biandoga	NBX30502	NBX
Sulawesi Utara	Kab. Kepulauan Sangihe	Biaro	MDC20216	MDC
Sulawesi Tengah	Kab. Buol	Biau	PLW20601	PLW
Papua	Kab. Paniai	Bibida	NBX30204	NBX
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Biboki Anleu	KOE20306	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Biboki Selatan	KOE20301	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Biboki Utara	KOE20302	KOE
Kalimantan Timur	Kab. Berau	Biduk Biduk	BPN20201	BPN
Aceh	Kab. Aceh Tengah	Bies	BTJ20510	BTJ
Sumatera Utara	Kab. Labuhan Batu	Bilah Barat	MES20714	MES
Sumatera Utara	Kab. Labuhan Batu	Bilah Hilir	MES20702	MES
Sumatera Utara	Kab. Labuhan Batu	Bilah Hulu	MES20715	MES
Nusa Tenggara Barat	Kota Bima	Bima	AMI20100	AMI
Jawa Timur	Kab. Bondowoso	Binakal	JBR20218	JBR
Sulawesi Selatan	Kab. Jeneponto	Binamu	UPG20506	UPG
Jawa Tengah	Kab. Cilacap	Binangun	CXP10002	CXP
Jawa Timur	Kab. Blitar	Binangun	MXG20102	MXG
Sumatera Utara	Kab. Langkat	Binjai	MES20915	MES
Sumatera Utara	Kota Binjai	Binjai	MES20201	MES
Sumatera Utara	Kota Binjai	Binjai Barat	MES20207	MES
Kalimantan Barat	Kab. Sintang	Binjai Hulu	PNK10419	PNK
Sumatera Utara	Kota Binjai	Binjai Kota	MES20200	MES
Sumatera Utara	Kota Binjai	Binjai Selatan	MES20208	MES
Sumatera Utara	Kota Binjai	Binjai Timur	MES20209	MES
Sumatera Utara	Kota Binjai	Binjai Utara	MES20210	MES
Jawa Barat	Kab. Subang	Binong	BDO21102	BDO
Sulawesi Tenggara	Kab. Wakatobi	Binongko	KDI20904	KDI
Kepulauan Riau	Kab. Bintan	Bintan Timur	TNJ10101	TNJ
Aceh	Kab. Aceh Tengah	Bintang	BTJ20503	BTJ
Kalimantan Selatan	Kab. Tabalong	Bintang Ara	BDJ10412	BDJ
Sulawesi Utara	Kab. Bolaang Mongondow	Bintauna	MDC20101	MDC
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Bintauna	MDC20601	MDC
Papua Barat	Kab. Teluk Bintuni	Bintuni	SOQ20500	SOQ
Sulawesi Barat	Kab. Polewali Mandar	Binuang	UPG21212	UPG
Kalimantan Selatan	Kab. Tampin	Binuang	BDJ20502	BDJ
Banten	Kab. Serang	Binuang	CLG20502	CLG
Aceh	Kab. Aceh Timur	Birem Bayeun	BTJ21402	BTJ
Aceh	Kab. Bireuen	Bireuen	BTJ20100	BTJ
Sulawesi Selatan	Kota Makassar	Biring Kanaya	UPG10004	UPG
Sulawesi Selatan	Kab. Goa	Biringbulu	UPG21610	UPG
Sumatera Utara	Kab. Deli Serdang	Biru-Biru	MES10610	MES
Sulawesi Selatan	Kab. Bantaeng	Bissapu	UPG20101	UPG
Sulawesi Selatan	Kab. Tana Toraja	Bituang	UPG20609	UPG
Sulawesi Utara	Kota Bitung	Bitung	MDC20400	MDC
Sulawesi Utara	Kota Bitung	Bitung Barat	MDC20401	MDC
Sulawesi Utara	Kota Bitung	Bitung Selatan	MDC20402	MDC
Sulawesi Utara	Kota Bitung	Bitung Tengah	MDC20403	MDC
Sulawesi Utara	Kota Bitung	Bitung Timur	MDC20404	MDC
Sulawesi Utara	Kota Bitung	Bitung Utara	MDC20405	MDC
Sumatera Selatan	Kab. Musi Rawas	Bkl Ulu Terawas	PLM10301	PLM
Jawa Tengah	Kab. Batang	Blado	SRG20203	SRG
Bali	Kab. Gianyar	Blahbatuh	DPS20301	DPS
Lampung	Kab. Way Kanan	Blambangan Umpu	TKG21100	TKG
Jawa Barat	Kab. Subang	Blanakan	BDO21103	BDO
Aceh	Kab. Gayo Lues	Blang Jerango	BTJ21708	BTJ
Aceh	Kab. Gayo Lues	Blang Kejeren	BTJ21700	BTJ
Aceh	Kota Lhokseumawe	Blang Mangat	BTJ10227	BTJ
Aceh	Kab. Gayo Lues	Blang Pegayon	BTJ21706	BTJ
Aceh	Kab. Aceh Barat Daya	Blangpidie	BTJ21000	BTJ
Jawa Timur	Kota Malang	Blimbing	MXG10035	MXG
Jawa Timur	Kab. Blitar	Blitar	MXG20100	MXG
Jawa Tengah	Kab. Blora	Blora	SRG20300	SRG
Jawa Timur	Kab. Lamongan	Bluluk	SUB10202	SUB
Jawa Timur	Kab. Sumenep	Bluto	SUB20805	SUB
Sulawesi Tengah	Kab. Banggai	Boalemo	PLW20116	PLW
Nusa Tenggara Timur	Kab. Nagekeo	Boawae	KOE21403	KOE
Jawa Tengah	Kab. Purbalingga	Bobotsari	SRG21701	SRG
Jawa Tengah	Kab. Pemalang	Bodeh	SRG21004	SRG
Papua	Kab. Paniai	Bogoboida	NBX30205	NBX
Jawa Barat	Kota Bogor	Bogor	BOO10000	BOO
Jawa Barat	Kota Bogor	Bogor Barat	BOO10026	BOO
Jawa Barat	Kota Bogor	Bogor Selatan	BOO10027	BOO
Jawa Barat	Kota Bogor	Bogor Tengah	BOO10028	BOO
Jawa Barat	Kota Bogor	Bogor Timur	BOO10029	BOO
Jawa Barat	Kota Bogor	Bogor Utara	BOO10030	BOO
Jawa Tengah	Kab. Blora	Bogorejo	SRG20302	SRG
Sumatera Utara	Kab. Langkat	Bohorok	MES20916	MES
Jawa Tengah	Kab. Kendal	Boja	SRG20801	SRG
Banten	Kab. Serang	Bojonegara	CLG20503	CLG
Jawa Tengah	Kab. Bojonegoro	Bojonegoro	SRG20400	SRG
Banten	Kab. Pandeglang	Bojong	CLG20103	CLG
Jawa Tengah	Kab. Tegal	Bojong	SRG21402	SRG
Jawa Barat	Kab. Purwakarta	Bojong	BDO20820	BDO
Jawa Tengah	Kab. Pekalongan	Bojong	SRG22201	SRG
Jawa Barat	Kab. Sukabumi	Bojong Genteng	SMI10003	SMI
Jawa Barat	Kab. Bandung	Bojong Soang	BDO10104	BDO
Jawa Barat	Kab. Tasikmalaya	Bojongasih	BDO20630	BDO
Jawa Barat	Kab. Tasikmalaya	Bojonggambir	BDO20601	BDO
Jawa Barat	Kab. Bogor	Bojonggede	BOO20143	BOO
Jawa Barat	Bandung	Bojongloa Kaler	BDO10049	BDO
Jawa Barat	Bandung	Bojongloa Kidul	BDO10050	BDO
Jawa Barat	Kab. Bekasi	Bojongmanggu	BKI10124	BKI
Banten	Kab. Lebak	Bojongmanik	CLG20203	CLG
Jawa Barat	Kab. Cianjur	Bojongpicung	SMI20102	SMI
Jawa Tengah	Kab. Purbalingga	Bojongsari	SRG21702	SRG
Sulawesi Tengah	Kab. Banggai Kepulauan	Bokan Kepulauan	PLW20501	PLW
Sulawesi Tengah	Kab. Buol	Bokat	PLW20602	PLW
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Boking	KOE20712	KOE
Papua	Kab. Talikora	Bokondini	DJJ21701	DJJ
Nusa Tenggara Timur	Kab. Sikka	Bola	KOE20501	KOE
Sulawesi Selatan	Kab. Wajo	Bola	UPG21410	UPG
Sulawesi Utara	Kab. Bolaang Mongondow	Bolaang	MDC20102	MDC
Sulawesi Utara	Kab. Bolaang Mongondow	Bolaang Itang	MDC20103	MDC
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Bolaang Itang Barat	MDC20602	MDC
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Bolaang Itang Timur	MDC20603	MDC
Sulawesi Utara	Kab. Bolaang Mongondow	Bolaang Uki	MDC20104	MDC
Papua	Kab. Jayawijaya	Bolakma	DJJ20714	DJJ
Sulawesi Tengah	Kab. Parigi Moutong	Bolano Lambunu	PLW20902	PLW
Gorontalo	Kab. Gorontalo	Boliyohuto	GTO20112	GTO
Nusa Tenggara Barat	Kab. Bima	Bolo	AMI21103	AMI
Jawa Tengah	Kab. Demak	Bonang	SRG20701	SRG
Sulawesi Tenggara	Kab. Konawe	Bondoala Sampara	KDI20410	KDI
Jawa Timur	Kab. Bondowoso	Bondowoso	JBR20200	JBR
Gorontalo	Kota Bone Bolango	Bone Panta	GTO20301	GTO
Sulawesi Selatan	Kab. Luwu Utara	Bone-Bone	UPG23302	UPG
Sulawesi Tenggara	Kab. Muna	Bonegunu	KDI20301	KDI
Sulawesi Barat	Kab. Mamuju	Bonehau	UPG20706	UPG
Kalimantan Timur	Kab. Kutai Barat	Bongan	SMD20203	SMD
Jawa Barat	Kab. Indramayu	Bongas	CBN20104	CBN
Sulawesi Selatan	Kab. Tana Toraja	Bonggakaradeng	UPG20601	UPG
Papua	Kab. Sarmi	Bonggo	DJJ21501	DJJ
Gorontalo	Kab. Gorontalo	Bongomeme	GTO20113	GTO
Sumatera Barat	Kab. Pasaman	Bonjol	PDG20301	PDG
Jawa Tengah	Kab. Kebumen	Bonorowo	MGL10121	MGL
Kalimantan Timur	Kota Bontang	Bontang	BTG10000	BTG
Kalimantan Timur	Kota Bontang	Bontang Barat	BTG10002	BTG
Kalimantan Timur	Kota Bontang	Bontang Selatan	BTG10003	BTG
Kalimantan Timur	Kota Bontang	Bontang Utara	BTG10004	BTG
Kalimantan Barat	Kab. Sanggau	Bonti	PNK10205	PNK
Sulawesi Selatan	Kab. Bulukumba	Bonto Bahari	UPG20301	UPG
Sulawesi Selatan	Kota Makassar	Bontoala	UPG10005	UPG
Sulawesi Selatan	Kab. Bone	Bontocani	UPG21803	UPG
Sulawesi Selatan	Kab. Selayar	Bontoharu	UPG22005	UPG
Sulawesi Selatan	Kab. Selayar	Bontomanai	UPG22006	UPG
Sulawesi Selatan	Kab. Goa	Bontomarannu	UPG21602	UPG
Sulawesi Selatan	Kab. Selayar	Bontomatene	UPG22002	UPG
Sulawesi Selatan	Kab. Goa	Bontonompo	UPG21603	UPG
Sulawesi Selatan	Kab. Jeneponto	Bontoramba	UPG20507	UPG
Sulawesi Selatan	Kab. Selayar	Bontosikuyu	UPG22001	UPG
Sulawesi Selatan	Kab. Bulukumba	Bontotiro	UPG20302	UPG
Sumatera Utara	Kab. Toba Samosir	Bor Bor	MES20117	MES
Papua	Kab. Pegunungan Bintang	Borme	DJJ21302	DJJ
Jawa Tengah	Kab. Magelang	Borobudur	MGL10520	MGL
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Boroko	MDC20600	MDC
Nusa Tenggara Timur	Kab. Manggarai Timur	Borong	KOE21300	KOE
Sumatera Utara	Kab. Simalungun	Bosar Maligas	MES20602	MES
Papua	Kab. Waropen	Botawa	DJJ21800	DJJ
Gorontalo	Kab. Boalemo	Botumoito	GTO20201	GTO
Papua	Kab. Deiyai	Bowobado	NBX30601	NBX
Kalimantan Barat	Kab. Kapuas Hulu	Boyan Tanjung	PNK20219	PNK
Jawa Tengah	Kab. Boyolali	Boyolali	SOC20100	SOC
Jawa Timur	Kab. Tulungagung	Boyolangu	SUB21017	SUB
Lampung	Kab. Lampung Timur	Braja Slebah	TKG21011	TKG
Sumatera Utara	Kab. Langkat	Brandan Barat	MES20910	MES
Nusa Tenggara Barat	Kab. Sumbawa Barat	Brang Rea	AMI20904	AMI
Jawa Tengah	Kab. Kendal	Brangsong	SRG20802	SRG
Jawa Tengah	Kab. Grobogan	Brati	SRG21101	SRG
Jawa Tengah	Kab. Brebes	Brebes	SRG20500	SRG
Jawa Timur	Kab. Ngawi	Bringin	MDN20201	MDN
Jawa Tengah	Kab. Semarang	Bringin	SRG21607	SRG
Jawa Timur	Kab. Lamongan	Brondong	SUB10203	SUB
Jawa Tengah	Kab. Purworejo	Bruno	MGL10313	MGL
Sumatera Selatan	Kab. Musi Rawas	Bts Ulu	PLM10302	PLM
Sulawesi Selatan	Kab. Luwu Utara	Bua	UPG23103	UPG
Sulawesi Selatan	Kab. Luwu Utara	Bua Ponrang	UPG23104	UPG
Jawa Barat	Kab. Sumedang	Buahdua	BDO20201	BDO
Jawa Tengah	Kab. Pekalongan	Buaran	SRG22202	SRG
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Buay Madang	PLM21404	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Buay Pemaca	PLM21502	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Buay Pemuka Peliung	PLM21405	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Buay Runjung	PLM21503	PLM
